Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
1948,Rowing,Rowing,"ANDERSEN, Carl-Ebbe",Denmark,Men,pair-oared shell with coxswain (2+),M,Gold
1948,Rowing,Rowing,"HENRIKSEN, Tage",Denmark,Men,pair-oared shell with coxswain (2+),M,Gold
1948,Rowing,Rowing,"PEDERSEN, Finn",Denmark,Men,pair-oared shell with coxswain (2+),M,Gold
1948,Rowing,Rowing,"RADI, Alberto",Italy,Men,pair-oared shell with coxswain (2+),M,Silver
1948,Rowing,Rowing,"STEFFE, Giovanni",Italy,Men,pair-oared shell with coxswain (2+),M,Silver
1948,Rowing,Rowing,"TARLAO, Aldo",Italy,Men,pair-oared shell with coxswain (2+),M,Silver
1948,Rowing,Rowing,"CATASTA, Romolo",Italy,Men,single sculls (1x),M,Bronze
1948,Rowing,Rowing,"WOOD, Merwyn Thomas",Australia,Men,single sculls (1x),M,Gold
1948,Rowing,Rowing,"RISSO, Eduardo G.",Uruguay,Men,single sculls (1x),M,Silver
1948,Sailing,Sailing,"AMELN, Carl-Robert",Sweden,Men,6m,X,Bronze
1948,Sailing,Sailing,"HINDORFF, Martin",Sweden,Men,6m,X,Bronze
1948,Sailing,Sailing,"HOLM, Tore",Sweden,Men,6m,X,Bronze
1948,Sailing,Sailing,"LORD, Torsten",Sweden,Men,6m,X,Bronze
1948,Sailing,Sailing,"SALEN, G?sta",Sweden,Men,6m,X,Bronze
1948,Sailing,Sailing,"LOOMIS, Alfred Lee Jr.",United States,Men,6m,X,Gold
1948,Sailing,Sailing,"MOONEY, Michael Macdonald",United States,Men,6m,X,Gold
1948,Sailing,Sailing,"SMITH, James Hopkins Jr.",United States,Men,6m,X,Gold
1948,Sailing,Sailing,"WEEKES, James Higgonson",United States,Men,6m,X,Gold
1948,Sailing,Sailing,"WHITON, Herman Frasch",United States,Men,6m,X,Gold
1948,Sailing,Sailing,"HOMP, Emilio C.",Argentina,Men,6m,X,Silver
1948,Sailing,Sailing,"RIVADEMAR, Rodolfo",Argentina,Men,6m,X,Silver
1948,Sailing,Sailing,"RODRIGUEZ DE LA TORRE, Rufino",Argentina,Men,6m,X,Silver
1948,Sailing,Sailing,"SIEBURGER JR., Enrique Conrado",Argentina,Men,6m,X,Silver
1948,Sailing,Sailing,"SIEBURGER SR., Enrique Conrado",Argentina,Men,6m,X,Silver
1948,Sailing,Sailing,"SIEBURGER, Julio Christian",Argentina,Men,6m,X,Silver
1948,Sailing,Sailing,"BAESS, Klaus Baard",Denmark,Men,dragon,X,Bronze
1948,Sailing,Sailing,"BERNTSEN, Ole Valdemar Henrik",Denmark,Men,dragon,X,Bronze
1948,Sailing,Sailing,"BERNTSEN, William Eldred",Denmark,Men,dragon,X,Bronze
1948,Sailing,Sailing,"BARFOD, Haakon",Norway,Men,dragon,X,Gold
1948,Sailing,Sailing,"LIE, Sigve",Norway,Men,dragon,X,Gold
1948,Sailing,Sailing,"THORVALDSEN, Thor",Norway,Men,dragon,X,Gold
1948,Sailing,Sailing,"BOHLIN, Folke",Sweden,Men,dragon,X,Silver
1948,Sailing,Sailing,"BRODIN, G?sta",Sweden,Men,dragon,X,Silver
1948,Sailing,Sailing,"JOHNSON, Hugo",Sweden,Men,dragon,X,Silver
1948,Sailing,Sailing,"DE JONG, Jacobus Hermanus Hendrik",Netherlands,Men,firefly class,X,Bronze
1948,Sailing,Sailing,"ELVSTROM, Paul",Denmark,Men,firefly class,X,Gold
1948,Sailing,Sailing,"EVANS, Ralph Liggett Jr.",United States,Men,firefly class,X,Silver
1948,Sailing,Sailing,"PIRIE, Lockwood Masters",United States,Men,swallow (golondrina),X,Bronze
1948,Sailing,Sailing,"TORREY, Owen Cates Jr.",United States,Men,swallow (golondrina),X,Bronze
1948,Sailing,Sailing,"BOND, David John Were",United Kingdom,Men,swallow (golondrina),X,Gold
1948,Sailing,Sailing,"MORRIS, Stewart Harold",United Kingdom,Men,swallow (golondrina),X,Gold
1948,Sailing,Sailing,"BELLO, Duarte M.D'Almeida",Portugal,Men,swallow (golondrina),X,Silver
1948,Sailing,Sailing,"BELLO, Fernando Pinto Coelho",Portugal,Men,swallow (golondrina),X,Silver
1948,Sailing,Sailing,"MAAS, Adriaan Lambertus Joseph",Netherlands,Men,two-person keelboat open (Star),X,Bronze
1948,Sailing,Sailing,"STUTTERHEIM, Edward",Netherlands,Men,two-person keelboat open (Star),X,Bronze
1948,Sailing,Sailing,"SMART, Hilary Hurlburt",United States,Men,two-person keelboat open (Star),X,Gold
1948,Sailing,Sailing,"SMART, Paul Hurlburt",United States,Men,two-person keelboat open (Star),X,Gold
1948,Sailing,Sailing,"DE CARDENAS CULMELL, Carlos",Cuba,Men,two-person keelboat open (Star),X,Silver
1948,Sailing,Sailing,"DE CARDENAS PLA, Carlos",Cuba,Men,two-person keelboat open (Star),X,Silver
1948,Shooting,Shooting,"LUNDQUIST, Sven",Sweden,Men,25m rapid fire pistol (60 shots),M,Bronze
1948,Shooting,Shooting,"TAKACS, Karoly",Hungary,Men,25m rapid fire pistol (60 shots),M,Gold
1948,Shooting,Shooting,"DIAZ SAENZ VALIENTE, Carlos Enrique",Argentina,Men,25m rapid fire pistol (60 shots),M,Silver
1948,Shooting,Shooting,"R?GEBERG, Willy",Norway,Men,300m free rifle 3 positions (3x40 shots),M,Bronze
1948,Shooting,Shooting,"GR?NIG, Emil",Switzerland,Men,300m free rifle 3 positions (3x40 shots),M,Gold
1948,Shooting,Shooting,"JANHONEN, Pauli Aapeli",Finland,Men,300m free rifle 3 positions (3x40 shots),M,Silver
1948,Shooting,Shooting,"ULLMAN, Torsten",Sweden,Men,50m pistol (60 shots),M,Bronze
1948,Shooting,Shooting,"VASQUEZ CAM, Edwin",Peru,Men,50m pistol (60 shots),M,Gold
1948,Shooting,Shooting,"SCHNYDER, Rudolf",Switzerland,Men,50m pistol (60 shots),M,Silver
1948,Shooting,Shooting,"JONSSON, Jonas",Sweden,Men,50m rifle prone (60 shots),M,Bronze
1948,Shooting,Shooting,"COOK, Arthur Edwin",United States,Men,50m rifle prone (60 shots),M,Gold
1948,Shooting,Shooting,"TOMSEN, Walter",United States,Men,50m rifle prone (60 shots),M,Silver
1948,Weightlifting,Weightlifting,"TOM, Richard Watt Sung",United States,Men,"- 56kg, total (bantamweight)",M,Bronze
1948,Weightlifting,Weightlifting,"DE PIETRO, Joseph Nicholas",United States,Men,"- 56kg, total (bantamweight)",M,Gold
1948,Weightlifting,Weightlifting,"CREUS, Julian",United Kingdom,Men,"- 56kg, total (bantamweight)",M,Silver
1948,Weightlifting,Weightlifting,"CHARITE, Abraham",Netherlands,Men,"+ 82.5kg, total (heavyweight)",M,Bronze
1948,Weightlifting,Weightlifting,"DAVIS, John Henry Jr.",United States,Men,"+ 82.5kg, total (heavyweight)",M,Gold
1948,Weightlifting,Weightlifting,"SCHEMANSKY, Norbert",United States,Men,"+ 82.5kg, total (heavyweight)",M,Silver
1948,Weightlifting,Weightlifting,"SALMASSI, Jafar Mohammad",Iran,Men,"56 - 60kg, total (featherweight)",M,Bronze
1948,Weightlifting,Weightlifting,"FAYAD, Mahmoud",Egypt,Men,"56 - 60kg, total (featherweight)",M,Gold
1948,Weightlifting,Weightlifting,"WILKES, Rodney Adolphus",Trinidad and Tobago,Men,"56 - 60kg, total (featherweight)",M,Silver
1948,Weightlifting,Weightlifting,"HALLIDAY, James",United Kingdom,Men,"60 - 67.5kg, total (lightweight)",M,Bronze
1948,Weightlifting,Weightlifting,"SHAMS, Ibrahim Hassanein",Egypt,Men,"60 - 67.5kg, total (lightweight)",M,Gold
1948,Weightlifting,Weightlifting,"HAMOUDA, Attia Mohamed",Egypt,Men,"60 - 67.5kg, total (lightweight)",M,Silver
1948,Weightlifting,Weightlifting,"KIM, Sung-Jip",South Korea,Men,"67.5 - 75kg, total (middleweight)",M,Bronze
1948,Weightlifting,Weightlifting,"SPELLMAN, Frank Isaac",United States,Men,"67.5 - 75kg, total (middleweight)",M,Gold
1948,Weightlifting,Weightlifting,"GEORGE, Peter T.",United States,Men,"67.5 - 75kg, total (middleweight)",M,Silver
1948,Weightlifting,Weightlifting,"MAGNUSSON, G?sta",Sweden,Men,"75 - 82.5kg, total (light-heavyweight)",M,Bronze
1948,Weightlifting,Weightlifting,"STANCZYK, Stanley Anthony",United States,Men,"75 - 82.5kg, total (light-heavyweight)",M,Gold
1948,Weightlifting,Weightlifting,"SAKATA, Harold Toshiyuki",United States,Men,"75 - 82.5kg, total (light-heavyweight)",M,Silver
1948,Wrestling,Wrestling Free.,"JOHANSSON, Thure",Sweden,Men,- 52kg (flyweight),M,Bronze
1948,Wrestling,Wrestling Free.,"VIITALA, Lenni",Finland,Men,- 52kg (flyweight),M,Gold
1948,Wrestling,Wrestling Free.,"BALAMIR, Halit",Turkey,Men,- 52kg (flyweight),M,Silver
1948,Wrestling,Wrestling Free.,"ARMSTRONG, Joseph",Australia,Men,+ 87kg (heavyweight),M,Bronze
1948,Wrestling,Wrestling Free.,"BOBIS, Gyula",Hungary,Men,+ 87kg (heavyweight),M,Gold
1948,Wrestling,Wrestling Free.,"ANTONSSON, Bertil",Sweden,Men,+ 87kg (heavyweight),M,Silver
1948,Wrestling,Wrestling Free.,"KOUYOS, Charles",France,Men,52 - 57kg (bantamweight),M,Bronze
1948,Wrestling,Wrestling Free.,"AKAR, Nazuh",Turkey,Men,52 - 57kg (bantamweight),M,Gold
1948,Wrestling,Wrestling Free.,"LEEMAN, Gerald Grant",United States,Men,52 - 57kg (bantamweight),M,Silver
1948,Wrestling,Wrestling Free.,"M?LLER, Adolf",Switzerland,Men,57 - 63kg (featherweight),M,Bronze
1948,Wrestling,Wrestling Free.,"BILGE, Gazanfer",Turkey,Men,57 - 63kg (featherweight),M,Gold
1948,Wrestling,Wrestling Free.,"SJ?LIN, Ivar",Sweden,Men,57 - 63kg (featherweight),M,Silver
1948,Wrestling,Wrestling Free.,"BAUMANN, Hermann",Switzerland,Men,63 - 67kg (lightweight),M,Bronze
1948,Wrestling,Wrestling Free.,"ATIK, Celal",Turkey,Men,63 - 67kg (lightweight),M,Gold
1948,Wrestling,Wrestling Free.,"FR?NDFORS-J?NSSON, G?sta",Sweden,Men,63 - 67kg (lightweight),M,Silver
1948,Wrestling,Wrestling Free.,"MERRILL, Leland Gilbert Jr.",United States,Men,67 - 73kg (welterweight),M,Bronze
1948,Wrestling,Wrestling Free.,"DOGU, Yasar",Turkey,Men,67 - 73kg (welterweight),M,Gold
1948,Wrestling,Wrestling Free.,"GARRARD, Richard Edward",Australia,Men,67 - 73kg (welterweight),M,Silver
1948,Wrestling,Wrestling Free.,"LINDEN, Erik",Sweden,Men,73 - 79kg (middleweight),M,Bronze
1948,Wrestling,Wrestling Free.,"BRAND, Glen",United States,Men,73 - 79kg (middleweight),M,Gold
1948,Wrestling,Wrestling Free.,"CANDEMIR, Adil",Turkey,Men,73 - 79kg (middleweight),M,Silver
1948,Wrestling,Wrestling Free.,"FAHLKVIST, Bengt",Sweden,Men,79 - 87kg (light-heavyweight),M,Bronze
1948,Wrestling,Wrestling Free.,"WITTENBERG, Henry",United States,Men,79 - 87kg (light-heavyweight),M,Gold
1948,Wrestling,Wrestling Free.,"ST?CKLI, Fritz",Switzerland,Men,79 - 87kg (light-heavyweight),M,Silver
1948,Wrestling,Wrestling Gre-R,"KANGASM?KI, Reino",Finland,Men,- 52kg (flyweight),M,Bronze
1948,Wrestling,Wrestling Gre-R,"LOMBARDI, Pietro",Italy,Men,- 52kg (flyweight),M,Gold
1948,Wrestling,Wrestling Gre-R,"OLCAY, Kenan",Turkey,Men,- 52kg (flyweight),M,Silver
1948,Wrestling,Wrestling Gre-R,"FANTONI, Guido",Italy,Men,+ 87kg (super heavyweight),M,Bronze
1948,Wrestling,Wrestling Gre-R,"KIRE??I, Ahmet",Turkey,Men,+ 87kg (super heavyweight),M,Gold
1948,Wrestling,Wrestling Gre-R,"NILSSON, Tor",Sweden,Men,+ 87kg (super heavyweight),M,Silver
1948,Wrestling,Wrestling Gre-R,"KAYA, Halil",Turkey,Men,52 - 57kg (bantamweight),M,Bronze
1948,Wrestling,Wrestling Gre-R,"PETERSEN, Kurt",Sweden,Men,52 - 57kg (bantamweight),M,Gold
1948,Wrestling,Wrestling Gre-R,"HASSAN ALI, Mahmoud",Egypt,Men,52 - 57kg (bantamweight),M,Silver
1948,Wrestling,Wrestling Gre-R,"TOTH, Ferenc",Hungary,Men,57 - 61kg (featherweight),M,Bronze
1948,Wrestling,Wrestling Gre-R,"OKTAV, Mehmet",Turkey,Men,57 - 61kg (featherweight),M,Gold
1948,Wrestling,Wrestling Gre-R,"ANDERBERG, Olle",Sweden,Men,57 - 61kg (featherweight),M,Silver
1948,Wrestling,Wrestling Gre-R,"FERENCZ, Karoly",Hungary,Men,61 - 67kg (lightweight),M,Bronze
1948,Wrestling,Wrestling Gre-R,"FREIJ, Gustav",Sweden,Men,61 - 67kg (lightweight),M,Gold
1948,Wrestling,Wrestling Gre-R,"ERIKSEN, Aage Ingvar",Norway,Men,61 - 67kg (lightweight),M,Silver
1948,Wrestling,Wrestling Gre-R,"HANSEN, Christian Henrik",Denmark,Men,67 - 73kg (welterweight),M,Bronze
1948,Wrestling,Wrestling Gre-R,"ANDERSSON, G?sta",Sweden,Men,67 - 73kg (welterweight),M,Gold
1948,Wrestling,Wrestling Gre-R,"SZILVASI, Miklos",Hungary,Men,67 - 73kg (welterweight),M,Silver
1948,Wrestling,Wrestling Gre-R,"GALLEGATI, Ercole",Italy,Men,73 - 79kg (middleweight),M,Bronze
1948,Wrestling,Wrestling Gre-R,"GR?NBERG, Axel",Sweden,Men,73 - 79kg (middleweight),M,Gold
1948,Wrestling,Wrestling Gre-R,"TAYFUR, Muhlis",Turkey,Men,73 - 79kg (middleweight),M,Silver
1948,Wrestling,Wrestling Gre-R,"ORABI, Ibrahim",Egypt,Men,79 - 87kg (light-heavyweight),M,Bronze
1948,Wrestling,Wrestling Gre-R,"NILSSON, Karl-Erik",Sweden,Men,79 - 87kg (light-heavyweight),M,Gold
1948,Wrestling,Wrestling Gre-R,"GR?NDAHL, Kelpo Olavi",Finland,Men,79 - 87kg (light-heavyweight),M,Silver
1952,Aquatics,Diving,"HAASE, G?nther",Germany,Men,10m platform,M,Bronze
1952,Aquatics,Diving,"LEE, Samuel",United States,Men,10m platform,M,Gold
1952,Aquatics,Diving,"CAPILLA PEREZ, Joaquin",Mexico,Men,10m platform,M,Silver
1952,Aquatics,Diving,"STOVER-IRWIN, Juno Roslays",United States,Women,10m platform,W,Bronze
1952,Aquatics,Diving,"MCCORMICK, Patricia",United States,Women,10m platform,W,Gold
1952,Aquatics,Diving,"MYERS-POPE, Paula Jean",United States,Women,10m platform,W,Silver
1952,Aquatics,Diving,"CLOTWORTHY, Robert Lynn",United States,Men,3m springboard,M,Bronze
1952,Aquatics,Diving,"BROWNING, David Grieg Jr.",United States,Men,3m springboard,M,Gold
1952,Aquatics,Diving,"ANDERSON, Miller Altman",United States,Men,3m springboard,M,Silver
1952,Aquatics,Diving,"OLSEN-JENSEN, Zoe-Ann",United States,Women,3m springboard,W,Bronze
1952,Aquatics,Diving,"MCCORMICK, Patricia",United States,Women,3m springboard,W,Gold
1952,Aquatics,Diving,"MOREAU, Madeleine",France,Women,3m springboard,W,Silver
1952,Aquatics,Swimming,"TAYLOR, Jack George Neil",United States,Men,100m backstroke,M,Bronze
1952,Aquatics,Swimming,"OYAKAWA, Yoshinobu",United States,Men,100m backstroke,M,Gold
1952,Aquatics,Swimming,"BOZON, Gilbert",France,Men,100m backstroke,M,Silver
1952,Aquatics,Swimming,"STEWART, Jean",New Zealand,Women,100m backstroke,W,Bronze
1952,Aquatics,Swimming,"HARRISON, Joan Cynthia",South Africa,Women,100m backstroke,W,Gold
1952,Aquatics,Swimming,"WIELEMA, Geertje",Netherlands,Women,100m backstroke,W,Silver
1952,Aquatics,Swimming,"LARSSON, G?ran",Sweden,Men,100m freestyle,M,Bronze
1952,Aquatics,Swimming,"SCHOLES, Clark Currie",United States,Men,100m freestyle,M,Gold
1952,Aquatics,Swimming,"SUZUKI, Hiroshi",Japan,Men,100m freestyle,M,Silver
1952,Aquatics,Swimming,"TEMES, Judith",Hungary,Women,100m freestyle,W,Bronze
1952,Aquatics,Swimming,"SZ?KE, Katalin",Hungary,Women,100m freestyle,W,Gold
1952,Aquatics,Swimming,"TERMEULEN, Johanna Maria",Netherlands,Women,100m freestyle,W,Silver
1952,Aquatics,Swimming,"OKAMOTO, Tetsuo",Brazil,Men,1500m freestyle,M,Bronze
1952,Aquatics,Swimming,"KONNO, Ford Hiroshi",United States,Men,1500m freestyle,M,Gold
1952,Aquatics,Swimming,"HASHIZUME, Shiro",Japan,Men,1500m freestyle,M,Silver
1952,Aquatics,Swimming,"KLEIN, Herbert",Germany,Men,200m breaststroke,M,Bronze
1952,Aquatics,Swimming,"DAVIES, John Griffith",Australia,Men,200m breaststroke,M,Gold
1952,Aquatics,Swimming,"STASSFORTH, Bowen Dow",United States,Men,200m breaststroke,M,Silver
1952,Aquatics,Swimming,"GORDON-MCKAY, Helen Orr",United Kingdom,Women,200m breaststroke,W,Bronze
1952,Aquatics,Swimming,"SZEKELY, Eva",Hungary,Women,200m breaststroke,W,Gold
1952,Aquatics,Swimming,"NOVAK-GERARD, Eva",Hungary,Women,200m breaststroke,W,Silver
1952,Aquatics,Swimming,"?STRAND, Per-Olof",Sweden,Men,400m freestyle,M,Bronze
1952,Aquatics,Swimming,"BOITEUX, Jean",France,Men,400m freestyle,M,Gold
1952,Aquatics,Swimming,"KONNO, Ford Hiroshi",United States,Men,400m freestyle,M,Silver
1952,Aquatics,Swimming,"KAWAMOTO, Evelyn Tokue",United States,Women,400m freestyle,W,Bronze
1952,Aquatics,Swimming,"GYENGE, Valeria",Hungary,Women,400m freestyle,W,Gold
1952,Aquatics,Swimming,"NOVAK-GERARD, Eva",Hungary,Women,400m freestyle,W,Silver
1952,Aquatics,Swimming,"ALDERSON-ROSAZZA, Joan Ann",United States,Women,4x100m freestyle relay,W,Bronze
1952,Aquatics,Swimming,"KAWAMOTO, Evelyn Tokue",United States,Women,4x100m freestyle relay,W,Bronze
1952,Aquatics,Swimming,"LA VINE, Jacqueline Carol",United States,Women,4x100m freestyle relay,W,Bronze
1952,Aquatics,Swimming,"STEPAN, Mary Louise",United States,Women,4x100m freestyle relay,W,Bronze
1952,Aquatics,Swimming,"NOVAK, Ilona",Hungary,Women,4x100m freestyle relay,W,Gold
1952,Aquatics,Swimming,"NOVAK-GERARD, Eva",Hungary,Women,4x100m freestyle relay,W,Gold
1952,Aquatics,Swimming,"SZ?KE, Katalin",Hungary,Women,4x100m freestyle relay,W,Gold
1952,Aquatics,Swimming,"TEMES, Judith",Hungary,Women,4x100m freestyle relay,W,Gold
1952,Aquatics,Swimming,"HEIJTING-SCHUHMACHER, Irma",Netherlands,Women,4x100m freestyle relay,W,Silver
1952,Aquatics,Swimming,"LINSSEN-VAESSEN, Marie-Louise Jean",Netherlands,Women,4x100m freestyle relay,W,Silver
1952,Aquatics,Swimming,"TERMEULEN, Johanna Maria",Netherlands,Women,4x100m freestyle relay,W,Silver
1952,Aquatics,Swimming,"VAN VOORN, Cornelia (Koosje)",Netherlands,Women,4x100m freestyle relay,W,Silver
1952,Aquatics,Swimming,"BERNARDO, Joseph",France,Men,4x200m freestyle relay,M,Bronze
1952,Aquatics,Swimming,"BOITEUX, Jean",France,Men,4x200m freestyle relay,M,Bronze
1952,Aquatics,Swimming,"EMINENTE, Aldo",France,Men,4x200m freestyle relay,M,Bronze
1952,Aquatics,Swimming,"JANY, Alexandre",France,Men,4x200m freestyle relay,M,Bronze
1952,Aquatics,Swimming,"KONNO, Ford Hiroshi",United States,Men,4x200m freestyle relay,M,Gold
1952,Aquatics,Swimming,"MCLANE, James Price Jr.",United States,Men,4x200m freestyle relay,M,Gold
1952,Aquatics,Swimming,"MOORE, Wayne Richard",United States,Men,4x200m freestyle relay,M,Gold
1952,Aquatics,Swimming,"WOOLSEY, William Tripp",United States,Men,4x200m freestyle relay,M,Gold
1952,Aquatics,Swimming,"GOTO, Toru",Japan,Men,4x200m freestyle relay,M,Silver
1952,Aquatics,Swimming,"HAMAGUCHI, Yoshihiro",Japan,Men,4x200m freestyle relay,M,Silver
1952,Aquatics,Swimming,"SUZUKI, Hiroshi",Japan,Men,4x200m freestyle relay,M,Silver
1952,Aquatics,Swimming,"TANIKAWA, Teijiro",Japan,Men,4x200m freestyle relay,M,Silver
1952,Aquatics,Water polo,"ARENA, Ermenegildo",Italy,Men,water polo,M,Bronze
1952,Aquatics,Water polo,"CECCARINI, Lucio",Italy,Men,water polo,M,Bronze
1952,Aquatics,Water polo,"DE SANZUANE, Renato",Italy,Men,water polo,M,Bronze
1952,Aquatics,Water polo,"GAMBINO, Raffaello",Italy,Men,water polo,M,Bronze
1952,Aquatics,Water polo,"GIONTA, Salvatore",Italy,Men,water polo,M,Bronze
1952,Aquatics,Water polo,"MANNELLI, Maurizio",Italy,Men,water polo,M,Bronze
1952,Aquatics,Water polo,"OGNIO, Geminio",Italy,Men,water polo,M,Bronze
1952,Aquatics,Water polo,"PERETTI, Carlo",Italy,Men,water polo,M,Bronze
1952,Aquatics,Water polo,"POLITO, Vincenzo",Italy,Men,water polo,M,Bronze
1952,Aquatics,Water polo,"RUBINI, Cesare",Italy,Men,water polo,M,Bronze
1952,Aquatics,Water polo,"TRAIOLA, Renato",Italy,Men,water polo,M,Bronze
1952,Aquatics,Water polo,"ANTAL, Robert",Hungary,Men,water polo,M,Gold
1952,Aquatics,Water polo,"BOLVARI, Antal",Hungary,Men,water polo,M,Gold
1952,Aquatics,Water polo,"FABIAN, Dezs?",Hungary,Men,water polo,M,Gold
1952,Aquatics,Water polo,"GYARMATI, Dezso",Hungary,Men,water polo,M,Gold
1952,Aquatics,Water polo,"HASZNOS, Istvan",Hungary,Men,water polo,M,Gold
1952,Aquatics,Water polo,"JENEI, Laszlo",Hungary,Men,water polo,M,Gold
1952,Aquatics,Water polo,"KARPATI, Gy?rgy",Hungary,Men,water polo,M,Gold
1952,Aquatics,Water polo,"LEMHENYI, Dezs?��",Hungary,Men,water polo,M,Gold
1952,Aquatics,Water polo,"MARKOVICS, Kalman",Hungary,Men,water polo,M,Gold
1952,Aquatics,Water polo,"MARTIN, Miklos",Hungary,Men,water polo,M,Gold
1952,Aquatics,Water polo,"SZITTYA, Karoly",Hungary,Men,water polo,M,Gold
1952,Aquatics,Water polo,"SZIVOS, Istvan",Hungary,Men,water polo,M,Gold
1952,Aquatics,Water polo,"VIZVARI, Gy?rgy",Hungary,Men,water polo,M,Gold
1952,Athletics,Athletics,"ZATOPEK, Emil",Czech Republic,Men,10000m,M,Gold
1952,Athletics,Athletics,"MIMOUN, Alain",France,Men,10000m,M,Silver
1952,Athletics,Athletics,"MIKAELSSON, John",Sweden,Men,10000m walk,M,Gold
1952,Athletics,Athletics,"SCHWAB, Erich Arthur Fritz",Switzerland,Men,10000m walk,M,Silver
1952,Athletics,Athletics,"BAILEY, Emmanuel Mcdonald",United Kingdom,Men,100m,M,Bronze
1952,Athletics,Athletics,"REMIGINO, Lindy",United States,Men,100m,M,Gold
1952,Athletics,Athletics,"MCKENLEY, Herbert",Jamaica,Men,100m,M,Silver
1952,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",Australia,Women,100m,W,Bronze
1952,Athletics,Athletics,"JACKSON, Marjorie",Australia,Women,100m,W,Gold
1952,Athletics,Athletics,"ROBB-HASENJ?GER, Daphne Lilian Evelyn",South Africa,Women,100m,W,Silver
1952,Athletics,Athletics,"BARNARD, Arthur",United States,Men,110m hurdles,M,Bronze
1952,Athletics,Athletics,"DILLARD, Harrison",United States,Men,110m hurdles,M,Gold
1952,Athletics,Athletics,"DAVIS, Jack",United States,Men,110m hurdles,M,Silver
1952,Athletics,Athletics,"LUEG, Werner",Germany,Men,1500m,M,Bronze
1952,Athletics,Athletics,"BARTHEL, Joseph",Luxembourg,Men,1500m,M,Gold
1952,Athletics,Athletics,"MCMILLEN, Robert",United States,Men,1500m,M,Silver
1952,Athletics,Athletics,"GATHERS, James",United States,Men,200m,M,Bronze
1952,Athletics,Athletics,"STANFIELD, Andrew William",United States,Men,200m,M,Gold
1952,Athletics,Athletics,"BAKER, Walter Thane",United States,Men,200m,M,Silver
1952,Athletics,Athletics,"JACKSON, Marjorie",Australia,Women,200m,W,Gold
1952,Athletics,Athletics,"BROUWER, Bertha",Netherlands,Women,200m,W,Silver
1952,Athletics,Athletics,"DISLEY, John Ivor",United Kingdom,Men,3000m steeplechase,M,Bronze
1952,Athletics,Athletics,"ASHENFELTER, Horace III",United States,Men,3000m steeplechase,M,Gold
1952,Athletics,Athletics,"MATSON, Oliver Adrian",United States,Men,400m,M,Bronze
1952,Athletics,Athletics,"RHODEN, Vincent George",Jamaica,Men,400m,M,Gold
1952,Athletics,Athletics,"MCKENLEY, Herbert",Jamaica,Men,400m,M,Silver
1952,Athletics,Athletics,"HOLLAND, John Macfarlane",New Zealand,Men,400m hurdles,M,Bronze
1952,Athletics,Athletics,"MOORE, Charles Hewes Jr.",United States,Men,400m hurdles,M,Gold
1952,Athletics,Athletics,"CSANYI, Gy?rgy",Hungary,Men,4x100m relay,M,Bronze
1952,Athletics,Athletics,"GOLDOVANYI, Bela",Hungary,Men,4x100m relay,M,Bronze
1952,Athletics,Athletics,"VARASDI, Geza",Hungary,Men,4x100m relay,M,Bronze
1952,Athletics,Athletics,"ZARANDI, Laszlo",Hungary,Men,4x100m relay,M,Bronze
1952,Athletics,Athletics,"DILLARD, Harrison",United States,Men,4x100m relay,M,Gold
